confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date.1,new_confirmed_cases
1534972,9.95,0.15,2347.0,11.93,60-69,2022-04-11,2022-04-11,9332
1556625,9.96,0.15,2368.0,11.93,60-69,2022-04-12,2022-04-12,21653
1578171,9.97,0.15,2387.0,11.91,60-69,2022-04-13,2022-04-13,21546
1594801,9.98,0.15,2425.0,11.92,60-69,2022-04-14,2022-04-14,16630
1609672,9.99,0.15,2456.0,11.91,60-69,2022-04-15,2022-04-15,14871
1623308,10.01,0.15,2485.0,11.9,60-69,2022-04-16,2022-04-16,13636
1635465,10.03,0.15,2501.0,11.86,60-69,2022-04-17,2022-04-17,12157
1640250,10.03,0.15,2519.0,11.87,60-69,2022-04-18,2022-04-18,4785
1653183,10.04,0.15,2531.0,11.85,60-69,2022-04-19,2022-04-19,12933
1666287,10.05,0.15,2550.0,11.85,60-69,2022-04-20,2022-04-20,13104
1676933,10.06,0.15,2575.0,11.88,60-69,2022-04-21,2022-04-21,10646
1686851,10.07,0.15,2592.0,11.85,60-69,2022-04-22,2022-04-22,9918
1696765,10.08,0.15,2606.0,11.83,60-69,2022-04-23,2022-04-23,9914
1705343,10.09,0.15,2614.0,11.81,60-69,2022-04-24,2022-04-24,8578
1708930,10.09,0.15,2629.0,11.82,60-69,2022-04-25,2022-04-25,3587
1717890,10.1,0.15,2638.0,11.82,60-69,2022-04-26,2022-04-26,8960
1727297,10.11,0.15,2661.0,11.84,60-69,2022-04-27,2022-04-27,9407
1734111,10.11,0.15,2679.0,11.86,60-69,2022-04-28,2022-04-28,6814
1740308,10.12,0.15,2692.0,11.85,60-69,2022-04-29,2022-04-29,6197
1746018,10.0,0,2703.0,12.0,60-69,2022-04-30,2022-04-30,5710
1751044,10.0,0,2712.0,12.0,60-69,2022-05-01,2022-05-01,5026
1753053,10.14,0.16,2725.0,11.87,60-69,2022-05-02,2022-05-02,2009
1758759,10.14,0.16,2730.0,11.87,60-69,2022-05-03,2022-05-03,5706
1764527,10.14,0.16,2739.0,11.87,60-69,2022-05-04,2022-05-04,5768
1769359,10.15,0.16,2745.0,11.85,60-69,2022-05-05,2022-05-05,4832
1772472,10.15,0.16,2755.0,11.87,60-69,2022-05-06,2022-05-06,3113
1777165,10.15,0.16,2765.0,11.87,60-69,2022-05-07,2022-05-07,4693
1782133,10.16,0.16,2767.0,11.85,60-69,2022-05-08,2022-05-08,4968
1783933,10.16,0.16,2774.0,11.85,60-69,2022-05-09,2022-05-09,1800
1788607,10.15,0.16,2785.0,11.87,60-69,2022-05-10,2022-05-10,4674
1793060,10.15,0.16,2790.0,11.88,60-69,2022-05-11,2022-05-11,4453
1796650,10.15,0.16,2796.0,11.87,60-69,2022-05-12,2022-05-12,3590
1800200,10.16,0.16,2803.0,11.87,60-69,2022-05-13,2022-05-13,3550
1803509,10.16,0.16,2809.0,11.87,60-69,2022-05-14,2022-05-14,3309
1806549,10.16,0.16,2814.0,11.87,60-69,2022-05-15,2022-05-15,3040
1807760,10.16,0.16,2817.0,11.86,60-69,2022-05-16,2022-05-16,1211
1811028,10.16,0.16,2819.0,11.86,60-69,2022-05-17,2022-05-17,3268
1814280,10.16,0.16,2822.0,11.86,60-69,2022-05-18,2022-05-18,3252
1816965,10.16,0.16,2824.0,11.84,60-69,2022-05-19,2022-05-19,2685
1819406,10.16,0.16,2829.0,11.84,60-69,2022-05-20,2022-05-20,2441
1822004,10.16,0.16,2829.0,11.83,60-69,2022-05-21,2022-05-21,2598
1824148,10.16,0.16,2836.0,11.83,60-69,2022-05-22,2022-05-22,2144
1825009,10.16,0.16,2838.0,11.83,60-69,2022-05-23,2022-05-23,861
1827335,10.16,0.16,2839.0,11.83,60-69,2022-05-24,2022-05-24,2326
1829586,10.15,0.16,2844.0,11.84,60-69,2022-05-25,2022-05-25,2251
1831246,10.15,0.16,2846.0,11.83,60-69,2022-05-26,2022-05-26,1660
1832819,10.15,0.16,2856.0,11.85,60-69,2022-05-27,2022-05-27,1573
1834297,10.15,0.16,2857.0,11.84,60-69,2022-05-28,2022-05-28,1478
1835613,10.15,0.16,2857.0,11.83,60-69,2022-05-29,2022-05-29,1316
1836131,10.15,0.16,2857.0,11.82,60-69,2022-05-30,2022-05-30,518
1837541,10.15,0.16,2857.0,11.82,60-69,2022-05-31,2022-05-31,1410
1838922,10.15,0.16,2860.0,11.82,60-69,2022-06-01,2022-06-01,1381
1839766,10.15,0.16,2861.0,11.82,60-69,2022-06-02,2022-06-02,844
1840876,10.15,0.16,2862.0,11.81,60-69,2022-06-03,2022-06-03,1110
1841976,10.15,0.16,2862.0,11.81,60-69,2022-06-04,2022-06-04,1100
1842910,10.15,0.16,2864.0,11.81,60-69,2022-06-05,2022-06-05,934
1843340,10.15,0.16,2864.0,11.8,60-69,2022-06-06,2022-06-06,430
1843819,10.14,0.16,2868.0,11.8,60-69,2022-06-07,2022-06-07,479
1844905,10.14,0.16,2869.0,11.8,60-69,2022-06-08,2022-06-08,1086
1845951,10.14,0.16,2874.0,11.82,60-69,2022-06-09,2022-06-09,1046
1846778,10.0,0,2876.0,12.0,60-69,2022-06-10,2022-06-10,827
1847606,10.0,0,2879.0,12.0,60-69,2022-06-11,2022-06-11,828
1848351,10.0,0,2883.0,12.0,60-69,2022-06-12,2022-06-12,745
1848691,10.0,0,2886.0,12.0,60-69,2022-06-13,2022-06-13,340
1849459,10.0,0,2886.0,12.0,60-69,2022-06-14,2022-06-14,768
1850306,10.14,0.16,2887.0,11.83,60-69,2022-06-15,2022-06-15,847
1851015,10.14,0.16,2888.0,11.83,60-69,2022-06-16,2022-06-16,709
1851680,10.14,0.16,2890.0,11.84,60-69,2022-06-17,2022-06-17,665
1852359,10.14,0.16,2893.0,11.84,60-69,2022-06-18,2022-06-18,679
1853005,10.14,0.16,2894.0,11.84,60-69,2022-06-19,2022-06-19,646
1853320,10.14,0.16,2895.0,11.84,60-69,2022-06-20,2022-06-20,315
1854120,10.14,0.16,2896.0,11.84,60-69,2022-06-21,2022-06-21,800
1854914,10.14,0.16,2898.0,11.84,60-69,2022-06-22,2022-06-22,794
1855551,10.14,0.16,2900.0,11.84,60-69,2022-06-23,2022-06-23,637
1856273,10.14,0.16,2902.0,11.85,60-69,2022-06-24,2022-06-24,722
1856958,10.14,0.16,2903.0,11.84,60-69,2022-06-25,2022-06-25,685
1857652,10.14,0.16,2903.0,11.84,60-69,2022-06-26,2022-06-26,694
1857941,10.14,0.16,2903.0,11.84,60-69,2022-06-27,2022-06-27,289
1858731,10.14,0.16,2903.0,11.83,60-69,2022-06-28,2022-06-28,790
1859623,10.13,0.16,2904.0,11.84,60-69,2022-06-29,2022-06-29,892
1860442,10.13,0.16,2905.0,11.83,60-69,2022-06-30,2022-06-30,819
1861209,10.0,0,2906.0,12.0,60-69,2022-07-01,2022-07-01,767
1862072,10.0,0,2907.0,12.0,60-69,2022-07-02,2022-07-02,863
1863000,10.0,0,2907.0,12.0,60-69,2022-07-03,2022-07-03,928
1863000,10.0,0.16,2907.0,12.0,60-69,2022-07-03,2022-07-03,0
1863000,10.0,0,2907.0,12.0,60-69,2022-07-03,2022-07-03,0
1863465,10.13,0.16,2907.0,11.83,60-69,2022-07-04,2022-07-04,465
1864721,10.13,0.16,2907.0,11.83,60-69,2022-07-05,2022-07-05,1256
1866203,10.0,0,2907.0,12.0,60-69,2022-07-06,2022-07-06,1482
1867558,10.12,0.16,2908.0,11.82,60-69,2022-07-07,2022-07-07,1355
1869123,10.12,0.16,2909.0,11.82,60-69,2022-07-08,2022-07-08,1565
1870813,10.12,0.16,2911.0,11.82,60-69,2022-07-09,2022-07-09,1690
1872706,10.12,0.16,2911.0,11.81,60-69,2022-07-10,2022-07-10,1893
1873591,10.11,0.16,2917.0,11.83,60-69,2022-07-11,2022-07-11,885
1876358,10.11,0.16,2918.0,11.83,60-69,2022-07-12,2022-07-12,2767
1879408,10.0,0,2917.0,12.0,60-69,2022-07-13,2022-07-13,3050
1882339,10.0,0,2919.0,12.0,60-69,2022-07-14,2022-07-14,2931
1885500,10.0,0,2922.0,12.0,60-69,2022-07-15,2022-07-15,3161
1889053,10.09,0.15,2922.0,11.82,60-69,2022-07-16,2022-07-16,3553
1892616,10.09,0.15,2925.0,11.82,60-69,2022-07-17,2022-07-17,3563
1894423,10.08,0.15,2927.0,11.82,60-69,2022-07-18,2022-07-18,1807
1899886,10.07,0.15,2928.0,11.82,60-69,2022-07-19,2022-07-19,5463
1906189,10.07,0.15,2929.0,11.82,60-69,2022-07-20,2022-07-20,6303
1912045,10.06,0.15,2930.0,11.82,60-69,2022-07-21,2022-07-21,5856
1918243,10.05,0.15,2933.0,11.81,60-69,2022-07-22,2022-07-22,6198
1924841,10.0,0,2938.0,12.0,60-69,2022-07-23,2022-07-23,6598
1931228,10.0,0,2942.0,12.0,60-69,2022-07-24,2022-07-24,6387
1934208,10.05,0.15,2943.0,11.82,60-69,2022-07-25,2022-07-25,2980
1942917,10.04,0.15,2945.0,11.82,60-69,2022-07-26,2022-07-26,8709
1952463,10.04,0.15,2950.0,11.83,60-69,2022-07-27,2022-07-27,9546
1960879,10.0,0,2952.0,12.0,60-69,2022-07-28,2022-07-28,8416
1969737,10.04,0.15,2954.0,11.82,60-69,2022-07-29,2022-07-29,8858
1978719,10.04,0.15,2960.0,11.83,60-69,2022-07-30,2022-07-30,8982
1987217,10.05,0.15,2961.0,11.82,60-69,2022-07-31,2022-07-31,8498
1991707,10.05,0.15,2961.0,11.81,60-69,2022-08-01,2022-08-01,4490
2003828,10.05,0.15,2962.0,11.81,60-69,2022-08-02,2022-08-02,12121
2017250,10.06,0.15,2964.0,11.8,60-69,2022-08-03,2022-08-03,13422
2029527,10.07,0.15,2969.0,11.81,60-69,2022-08-04,2022-08-04,12277
2042448,10.0,0,2975.0,12.0,60-69,2022-08-05,2022-08-05,12921
2055442,10.0,0.14%,2980.0,12.0,60-69,2022-08-06,2022-08-06,12994
2055442,10.0,0,2980.0,12.0,60-69,2022-08-06,2022-08-06,0
2068071,10.0,0.14%,2983.0,12.0,60-69,2022-08-07,2022-08-07,12629
2074025,10.1,0.14,2985.0,11.8,60-69,2022-08-08,2022-08-08,5954
2091028,10.1,0.14,2989.0,11.8,60-69,2022-08-09,2022-08-09,17003
2108674,10.0,0,2993.0,12.0,60-69,2022-08-10,2022-08-10,17646
2124703,10.0,0,3002.0,12.0,60-69,2022-08-11,2022-08-11,16029
2140537,10.0,0.14%,3005.0,12.0,60-69,2022-08-12,2022-08-12,15834
2156533,10.0,0,3006.0,12.0,60-69,2022-08-13,2022-08-13,15996
2172305,10.0,0,3011.0,12.0,60-69,2022-08-14,2022-08-14,15772
2179405,10.0,0,3019.0,12.0,60-69,2022-08-15,2022-08-15,7100
2188766,10.0,0,3024.0,12.0,60-69,2022-08-16,2022-08-16,9361
2210455,10.0,0,3027.0,12.0,60-69,2022-08-17,2022-08-17,21689
2232121,10.21,0.14,3035.0,11.76,60-69,2022-08-18,2022-08-18,21666
2249300,10.0,0,3042.0,12.0,60-69,2022-08-19,2022-08-19,17179
2265668,10.24,0.13,3053.0,11.75,60-69,2022-08-20,2022-08-20,16368
2280709,10.25,0.13,3062.0,11.76,60-69,2022-08-21,2022-08-21,15041
2287287,10.0,0,3070.0,12.0,60-69,2022-08-22,2022-08-22,6578
2304979,10.27,0.13,3081.0,11.78,60-69,2022-08-23,2022-08-23,17692
2322110,10.28,0.13,3084.0,11.76,60-69,2022-08-24,2022-08-24,17131
2336245,10.29,0.13,3091.0,11.74,60-69,2022-08-25,2022-08-25,14135
2349179,10.3,0.13,3102.0,11.74,60-69,2022-08-26,2022-08-26,12934
2361810,10.31,0.13,3109.0,11.73,60-69,2022-08-27,2022-08-27,12631
2373432,10.33,0.13,3119.0,11.74,60-69,2022-08-28,2022-08-28,11622
2378093,10.33,0.13,3123.0,11.73,60-69,2022-08-29,2022-08-29,4661
2391525,10.0,0,3126.0,12.0,60-69,2022-08-30,2022-08-30,13432
2404708,10.0,0,3136.0,12.0,60-69,2022-08-31,2022-08-31,13183
2415281,10.35,0.13,3144.0,11.7,60-69,2022-09-01,2022-09-01,10573
2426334,10.0,0,3151.0,12.0,60-69,2022-09-02,2022-09-02,11053
2436807,10.0,0,3158.0,12.0,60-69,2022-09-03,2022-09-03,10473
2446561,10.0,0,3162.0,12.0,60-69,2022-09-04,2022-09-04,9754
2446561,10.0,0,3162.0,12.0,60-69,2022-09-04,2022-09-04,0
2450628,10.0,0,3168.0,12.0,60-69,2022-09-05,2022-09-05,4067
2462336,10.0,0,3170.0,12.0,60-69,2022-09-06,2022-09-06,11708
2473308,10.4,0.13,3178.0,11.66,60-69,2022-09-07,2022-09-07,10972
2482677,10.4,0.13,3181.0,11.65,60-69,2022-09-08,2022-09-08,9369
2492616,10.0,0,3192.0,12.0,60-69,2022-09-09,2022-09-09,9939
2498826,10.42,0.13,3198.0,11.66,60-69,2022-09-10,2022-09-10,6210
2498826,10.42,0.13,3198.0,11.66,60-69,2022-09-10,2022-09-10,0
2502835,10.43,0.13,3200.0,11.65,60-69,2022-09-11,2022-09-11,4009
2507244,10.43,0.13,3205.0,11.66,60-69,2022-09-12,2022-09-12,4409
2513520,10.43,0.13,3206.0,11.64,60-69,2022-09-13,2022-09-13,6276
2524132,10.43,0.13,3210.0,11.63,60-69,2022-09-14,2022-09-14,10612
2532672,10.44,0.13,3211.0,11.61,60-69,2022-09-15,2022-09-15,8540
2539100,10.44,0.13,3222.0,11.62,60-69,2022-09-16,2022-09-16,6428
2544638,10.45,0.13,3227.0,11.62,60-69,2022-09-17,2022-09-17,5538
2549484,10.45,0.13,3233.0,11.62,60-69,2022-09-18,2022-09-18,4846
2551648,10.0,0,3234.0,12.0,60-69,2022-09-19,2022-09-19,2164
2557140,10.0,0,3239.0,12.0,60-69,2022-09-20,2022-09-20,5492
2562393,10.0,0,3246.0,12.0,60-69,2022-09-21,2022-09-21,5253
2566569,10.0,0,3250.0,12.0,60-69,2022-09-22,2022-09-22,4176
2570336,10.0,0,3255.0,12.0,60-69,2022-09-23,2022-09-23,3767
2574211,10.47,0.13,3257.0,11.57,60-69,2022-09-24,2022-09-24,3875
2577709,10.47,0.13,3263.0,11.57,60-69,2022-09-25,2022-09-25,3498
2579217,10.47,0.13,3264.0,11.56,60-69,2022-09-26,2022-09-26,1508
2583837,10.0,0,3270.0,12.0,60-69,2022-09-27,2022-09-27,4620
2588404,10.0,0,3278.0,12.0,60-69,2022-09-28,2022-09-28,4567
2592382,10.0,0,3282.0,12.0,60-69,2022-09-29,2022-09-29,3978
2592382,10.0,0,3282.0,12.0,60-69,2022-09-29,2022-09-29,0
2596249,10.0,0,3284.0,12.0,60-69,2022-09-30,2022-09-30,3867
2599979,10.0,0.13,3287.0,12.0,60-69,2022-10-01,2022-10-01,3730
2599979,10.49,0.13,3287.0,11.56,60-69,2022-10-01,2022-10-01,0
2603328,10.0,0,3278.0,3292.0,60-69,2022-10-02,2022-10-02,3349
2604718,10.49,0.13,3294.0,11.55,60-69,2022-10-03,2022-10-03,1390
2606567,10.49,0.13,3296.0,11.55,60-69,2022-10-04,2022-10-04,1849
2606567,10.49,0.13,3296.0,11.55,60-69,2022-10-04,2022-10-04,0
2610864,10.0,0,3297.0,12.0,60-69,2022-10-05,2022-10-05,4297
2614648,10.0,0,3304.0,12.0,60-69,2022-10-06,2022-10-06,3784
2617727,10.5,0.13,3308.0,11.56,60-69,2022-10-07,2022-10-07,3079
2620580,10.5,0.13,3314.0,11.57,60-69,2022-10-08,2022-10-08,2853
2623128,10.5,0.13,3318.0,11.57,60-69,2022-10-09,2022-10-09,2548
2624173,11.0,0,3319.0,12.0,60-69,2022-10-10,2022-10-10,1045
2625940,10.51,0.13,3319.0,11.56,60-69,2022-10-11,2022-10-11,1767
2629705,10.51,0.13,3320.0,11.56,60-69,2022-10-12,2022-10-12,3765
2633260,11.0,0,3323.0,12.0,60-69,2022-10-13,2022-10-13,3555
2636470,11.0,0,3329.0,12.0,60-69,2022-10-14,2022-10-14,3210
2639636,10.52,0.13,3330.0,11.56,60-69,2022-10-15,2022-10-15,3166
2642696,10.52,0.13,3333.0,11.56,60-69,2022-10-16,2022-10-16,3060
2643928,11.0,0,3333.0,12.0,60-69,2022-10-17,2022-10-17,1232
2647854,11.0,0,3335.0,12.0,60-69,2022-10-18,2022-10-18,3926
2647854,11.0,0,3335.0,12.0,60-69,2022-10-18,2022-10-18,0
2651782,11.0,0,3342.0,12.0,60-69,2022-10-19,2022-10-19,3928
2655258,11.0,0,3343.0,12.0,60-69,2022-10-20,2022-10-20,3476
2658701,11.0,0,3345.0,12.0,60-69,2022-10-21,2022-10-21,3443
2662415,11.0,0,3345.0,12.0,60-69,2022-10-22,2022-10-22,3714
2666060,10.54,0.13,3346.0,11.54,60-69,2022-10-23,2022-10-23,3645
2667599,10.54,0.13,3350.0,11.55,60-69,2022-10-24,2022-10-24,1539
2667599,10.54,0.13,3350.0,11.55,60-69,2022-10-24,2022-10-24,0
2672664,10.54,0.13,3352.0,11.55,60-69,2022-10-25,2022-10-25,5065
2672664,10.54,0.13,3352.0,11.55,60-69,2022-10-25,2022-10-25,0
2677962,11.0,0,3354.0,12.0,60-69,2022-10-26,2022-10-26,5298
2682598,11.0,0,3356.0,12.0,60-69,2022-10-27,2022-10-27,4636
2687465,11.0,0,3361.0,12.0,60-69,2022-10-28,2022-10-28,4867
2692585,11.0,0,3367.0,12.0,60-69,2022-10-29,2022-10-29,5120
2697355,11.0,0,3369.0,12.0,60-69,2022-10-30,2022-10-30,4770
2697355,10.56,0.12,3369.0,11.55,60-69,2022-10-31,2022-10-31,0
2699327,10.56,0.12,3370.0,11.55,60-69,2022-10-31,2022-10-31,1972
2706084,10.56,0.12,3372.0,11.54,60-69,2022-11-01,2022-11-01,6757
2706084,10.56,0.12,3372.0,11.54,60-69,2022-11-01,2022-11-01,0
2712894,11.0,0.12,3375.0,12.0,60-69,2022-11-02,2022-11-02,6810
2712894,11.0,0,3375.0,12.0,60-69,2022-11-02,2022-11-02,0
2719060,10.57,0.12,3382.0,11.55,60-69,2022-11-03,2022-11-03,6166
2725048,10.58,0.12,3384.0,11.54,60-69,2022-11-04,2022-11-04,5988
2730664,10.58,0.12,3385.0,11.53,60-69,2022-11-05,2022-11-05,5616
2735815,10.59,0.12,3386.0,11.53,60-69,2022-11-06,2022-11-06,5151
2737864,10.59,0.12,3388.0,11.53,60-69,2022-11-07,2022-11-07,2049
2745345,10.59,0.12,3392.0,11.53,60-69,2022-11-08,2022-11-08,7481
2753298,10.6,0.12,3398.0,11.53,60-69,2022-11-09,2022-11-09,7953
2760417,10.6,0.12,3403.0,11.52,60-69,2022-11-10,2022-11-10,7119
2767727,10.61,0.12,3408.0,11.52,60-69,2022-11-11,2022-11-11,7310
2775143,11.0,0.12,3412.0,12.0,60-69,2022-11-12,2022-11-12,7416
2782048,10.62,0.12,3418.0,11.52,60-69,2022-11-13,2022-11-13,6905
2784712,10.62,0.12,3422.0,11.52,60-69,2022-11-14,2022-11-14,2664
2793421,10.63,0.12,3424.0,11.51,60-69,2022-11-15,2022-11-15,8709
2802079,10.63,0.12,3429.0,11.51,60-69,2022-11-16,2022-11-16,8658
2809543,10.64,0.12,3442.0,11.53,60-69,2022-11-17,2022-11-17,7464
2816560,10.64,0.12,3445.0,11.51,60-69,2022-11-18,2022-11-18,7017
2823644,10.65,0.12,3455.0,11.52,60-69,2022-11-19,2022-11-19,7084
2830387,10.66,0.12,3458.0,11.51,60-69,2022-11-20,2022-11-20,6743
2832958,10.66,0.12,3460.0,11.51,60-69,2022-11-21,2022-11-21,2571
2841610,10.66,0.12,3463.0,11.5,60-69,2022-11-22,2022-11-22,8652
2850643,10.67,0.12,3468.0,11.5,60-69,2022-11-23,2022-11-23,9033
2858466,10.67,0.12,3471.0,11.48,60-69,2022-11-24,2022-11-24,7823
2865545,10.68,0.12,3478.0,11.49,60-69,2022-11-25,2022-11-25,7079
2872836,10.68,0.12,3484.0,11.49,60-69,2022-11-26,2022-11-26,7291
2879324,10.69,0.12,3487.0,11.48,60-69,2022-11-27,2022-11-27,6488
2881731,10.69,0.12,3489.0,11.47,60-69,2022-11-28,2022-11-28,2407
2889946,10.69,0.12,3493.0,11.47,60-69,2022-11-29,2022-11-29,8215
2898251,10.7,0.12,3502.0,11.48,60-69,2022-11-30,2022-11-30,8305
2898251,10.7,0.12,3502.0,11.48,60-69,2022-11-30,2022-11-30,0
2905387,10.7,0.12,3512.0,11.49,60-69,2022-12-01,2022-12-01,7136
2912151,10.7,0.12,3521.0,11.5,60-69,2022-12-02,2022-12-02,6764
2919075,10.71,0.12,3529.0,11.51,60-69,2022-12-03,2022-12-03,6924
2925360,10.71,0.12,3533.0,11.5,60-69,2022-12-04,2022-12-04,6285
2927724,10.71,0.12,3536.0,11.49,60-69,2022-12-05,2022-12-05,2364
2936291,10.71,0.12,3538.0,11.49,60-69,2022-12-06,2022-12-06,8567
2945123,10.72,0.12,3542.0,11.48,60-69,2022-12-07,2022-12-07,8832
2953040,10.72,0.12,3546.0,11.47,60-69,2022-12-08,2022-12-08,7917
2953040,10.72,0.12,3546.0,11.47,60-69,2022-12-08,2022-12-08,0
2961079,10.72,0.12,3549.0,11.46,60-69,2022-12-09,2022-12-09,8039
2961079,10.72,0.12,3549.0,11.46,60-69,2022-12-09,2022-12-09,0
2969292,10.73,0.12,3555.0,11.46,60-69,2022-12-10,2022-12-10,8213
2976566,10.73,0.12,3564.0,11.47,60-69,2022-12-11,2022-12-11,7274
2979390,11.0,0.12,3567.0,11.0,60-69,2022-12-12,2022-12-12,2824
2989149,10.74,0.12,3569.0,11.47,60-69,2022-12-13,2022-12-13,9759
2999426,10.74,0.12,3571.0,11.46,60-69,2022-12-14,2022-12-14,10277
3008014,10.74,0.12,3578.0,11.46,60-69,2022-12-15,2022-12-15,8588
3016642,10.75,0.12,3582.0,11.44,60-69,2022-12-16,2022-12-16,8628
3025418,10.76,0.12,3585.0,11.43,60-69,2022-12-17,2022-12-17,8776
3033490,11.0,0.12,3587.0,11.0,60-69,2022-12-18,2022-12-18,8072
3036405,10.76,0.12,3591.0,11.42,60-69,2022-12-19,2022-12-19,2915
3046315,10.76,0.12,3596.0,11.42,60-69,2022-12-20,2022-12-20,9910
3056827,10.77,0.12,3600.0,11.41,60-69,2022-12-21,2022-12-21,10512
3066243,10.77,0.12,3607.0,11.41,60-69,2022-12-22,2022-12-22,9416
3075002,10.78,0.12,3610.0,11.4,60-69,2022-12-23,2022-12-23,8759
3083783,10.78,0.12,3619.0,11.4,60-69,2022-12-24,2022-12-24,8781
3091700,10.79,0.12,3623.0,11.4,60-69,2022-12-25,2022-12-25,7917
3094510,10.79,0.12,3632.0,11.41,60-69,2022-12-26,2022-12-26,2810
3104523,10.79,0.12,3639.0,11.41,60-69,2022-12-27,2022-12-27,10013
3115047,10.79,0.12,3643.0,11.4,60-69,2022-12-28,2022-12-28,10524
3123842,10.8,0.12,3653.0,11.41,60-69,2022-12-29,2022-12-29,8795
3132294,10.8,0.12,3661.0,11.41,60-69,2022-12-30,2022-12-30,8452
3140918,10.81,0.12,3662.0,11.39,60-69,2022-12-31,2022-12-31,8624
3148956,10.81,0.12,3667.0,11.38,60-69,2023-01-01,2023-01-01,8038
3151587,10.82,0.12,3672.0,11.38,60-69,2023-01-02,2023-01-02,2631
3151587,10.82,0.12,3672.0,11.38,60-69,2023-01-02,2023-01-02,0
3161268,11.0,0.12,3673.0,11.4,60-69,2023-01-03,2023-01-03,9681
3171205,10.82,0.12,3678.0,11.37,60-69,2023-01-04,2023-01-04,9937
3179434,11.0,0.12,3685.0,11.0,60-69,2023-01-05,2023-01-05,8229
3187102,10.83,0.12,3690.0,11.36,60-69,2023-01-06,2023-01-06,7668
3187102,10.83,0.12,3690.0,11.36,60-69,2023-01-06,2023-01-06,0
3194368,11.0,0.12,3695.0,11.4,60-69,2023-01-07,2023-01-07,7266
3201213,10.84,0.12,3696.0,11.34,60-69,2023-01-08,2023-01-08,6845
3203373,10.84,0.12,3698.0,11.33,60-69,2023-01-09,2023-01-09,2160
3211033,10.85,0.12,3702.0,11.33,60-69,2023-01-10,2023-01-10,7660
3218312,10.8,0.12,3711.0,11.3,60-69,2023-01-11,2023-01-11,7279
3218312,11.0,0.12,3711.0,11.3,60-69,2023-01-11,2023-01-11,0
3224134,10.86,0.12,3719.0,11.33,60-69,2023-01-12,2023-01-12,5822
3224134,10.86,0.12,3718.0,11.33,60-69,2023-01-12,2023-01-12,0
3229568,10.86,0.12,3722.0,11.32,60-69,2023-01-13,2023-01-13,5434
3234796,10.86,0.12,3733.0,11.34,60-69,2023-01-14,2023-01-14,5228
3234796,10.86,0.12,3733.0,11.34,60-69,2023-01-14,2023-01-14,0
3234796,10.86,0.12,3733.0,11.34,60-69,2023-01-14,2023-01-14,0
3239634,10.9,0.12,3737.0,11.3,60-69,2023-01-15,2023-01-15,4838
3241334,10.87,0.12,3740.0,11.34,60-69,2023-01-16,2023-01-16,1700
3246561,10.87,0.12,3743.0,11.34,60-69,2023-01-17,2023-01-17,5227
3251700,10.88,0.12,3752.0,11.35,60-69,2023-01-18,2023-01-18,5139
3255917,10.9,0.12,3760.0,11.4,60-69,2023-01-19,2023-01-19,4217
3260030,10.88,0.12,3760.0,11.35,60-69,2023-01-20,2023-01-20,4113
3264316,10.89,0.12,3765.0,11.35,60-69,2023-01-21,2023-01-21,4286
3266784,10.89,0.12,3767.0,11.34,60-69,2023-01-22,2023-01-22,2468
3268167,10.9,0.12,3772.0,11.4,60-69,2023-01-23,2023-01-23,1383
3269797,10.89,0.12,3772.0,11.35,60-69,2023-01-24,2023-01-24,1630
3272083,10.89,0.12,3775.0,11.35,60-69,2023-01-25,2023-01-25,2286
3276404,10.89,0.12,3779.0,11.35,60-69,2023-01-26,2023-01-26,4321
3280421,10.9,0.12,3783.0,11.4,60-69,2023-01-27,2023-01-27,4017
3283432,10.9,0.12,3785.0,11.35,60-69,2023-01-28,2023-01-28,3011
3286038,10.9,0.12,3791.0,11.35,60-69,2023-01-29,2023-01-29,2606
3286866,10.9,0.12,3794.0,11.35,60-69,2023-01-30,2023-01-30,828
3289278,10.9,0.12,3795.0,11.4,60-69,2023-01-31,2023-01-31,2412
3291898,10.9,0.12,3797.0,11.34,60-69,2023-02-01,2023-02-01,2620
3294098,10.9,0.12,3801.0,11.34,60-69,2023-02-02,2023-02-02,2200
3296069,10.9,0.12,3804.0,11.34,60-69,2023-02-03,2023-02-03,1971
3296069,10.9,0.12,3804.0,11.34,60-69,2023-02-03,2023-02-03,0
3297952,10.9,0.12,3807.0,11.3,60-69,2023-02-04,2023-02-04,1883
3299938,10.91,0.12,3810.0,11.34,60-69,2023-02-05,2023-02-05,1986
3300611,10.91,0.12,3813.0,11.34,60-69,2023-02-06,2023-02-06,673
3302649,10.91,0.12,3814.0,11.34,60-69,2023-02-07,2023-02-07,2038
3304976,10.9,0.12,3818.0,11.4,60-69,2023-02-08,2023-02-08,2327
3306839,10.91,0.12,3826.0,11.36,60-69,2023-02-09,2023-02-09,1863
3308589,10.91,0.12,3830.0,11.37,60-69,2023-02-10,2023-02-10,1750
3310357,10.91,0.12,3831.0,11.36,60-69,2023-02-11,2023-02-11,1768
3312060,10.9,0.12,3833.0,11.4,60-69,2023-02-12,2023-02-12,1703
3312665,10.91,0.12,3833.0,11.36,60-69,2023-02-13,2023-02-13,605
3314329,10.91,0.12,3834.0,11.36,60-69,2023-02-14,2023-02-14,1664
3316261,10.91,0.12,3835.0,11.35,60-69,2023-02-15,2023-02-15,1932
3316261,10.91,0.12,3835.0,11.35,60-69,2023-02-15,2023-02-15,0
